date,channel,platform,creativeid,adlength,headlinepurpose,backgroundcolor_luminance,headlinelength,subheadlinelength,ctalength,spend,impressions,clicks,revenue
2025-01-01,display,dv360,CMDSMKS-CID2,Static,Product Detail,Light,17,20,9,296.5219512,19408.71902,3.967804878,22.15212317
2025-01-01,display,dv360,CMDSMKS-CID3,Static,Product Detail,Light,16,27,9,272.7024631,17069.71724,3.737931034,0
2025-01-01,display,dv360,CMDSMKS-CID4,Static,Product Detail,Medium,15,23,9,372.9244713,34150.22417,7.304531722,0
2025-01-01,display,dv360,CMDSMKS-CID5,Static,Product Detail,Light,18,19,9,265.7942652,16557.47957,2.990681004,0
2025-01-01,display,dv360,CMDSMKS-CID7,Static,Product Detail,Medium,19,21,9,294.9861298,14247.54631,4.115436242,21.98210291
2025-01-01,display,dv360,CMDSMKS-CID8,Static,Product Detail,Light,16,21,9,336.6636678,23078.34602,4.558477509,0
2025-01-01,display,dv360,CMDSPMM-CID1,Static,Product Detail,Light,15,19,5,773.3329032,49275.44774,11.27225806,0
2025-01-01,display,dv360,CMDSPMM-CID10,Static,Product Detail,Light,20,20,5,996.5320197,87514.37241,17.43103448,160.4712414
2025-01-01,display,dv360,CMDSPMM-CID11,Static,Product Detail,Light,16,14,5,317.4317241,23491.90345,3.842758621,0
2025-01-01,display,dv360,CMDSPMM-CID4,Static,Product Detail,Light,19,29,5,114.8753623,8413.675362,1.48115942,0
2025-01-01,display,dv360,CMDSPMM-CID5,Static,Product Detail,Light,17,23,5,584.2176309,49928.11129,10.35151515,11.14122865
2025-01-01,display,dv360,CMDSPMM-CID6,Static,Product Detail,Medium,18,22,5,377.4364198,22533.89877,5.95,0
2025-01-01,display,dv360,CMDSPMM-CID7,Static,Product Detail,Light,13,24,5,705.7790164,62353.88852,12.32459016,0
2025-01-01,display,dv360,CMDSPMM-CID8,Static,Product Detail,Light,16,27,5,269.1,19947.02222,3.355555556,0
2025-01-01,display,dv360,CMDSPMM-CID9,Static,Product Detail,Light,20,20,5,930.2497561,64432.68488,13.10878049,73.73151098
2025-01-01,display,dv360,CMDSSTR-CID1,Static,Product Detail,Medium,16,20,9,303.0382418,13066.4,5.135384615,85.62818876
2025-01-01,display,dv360,CMDSSTR-CID10,Static,Product Detail,Light,12,28,9,428.0114286,34500.66857,10.15714286,182.7342939
2025-01-01,display,dv360,CMDSSTR-CID12,Static,Product Detail,Light,21,13,9,166.4458537,12739.19415,3.011707317,0
2025-01-01,display,dv360,CMDSSTR-CID14,Static,Product Detail,Light,16,21,9,259.1936709,9725.481013,2.826582278,0
2025-01-01,display,dv360,CMDSSTR-CID15,Static,Product Detail,Light,21,31,9,150.7341176,9845.656471,2.083529412,0
2025-01-01,display,dv360,CMDSSTR-CID17,Static,Product Detail,Light,13,16,9,254.8369637,14158.85149,5.281188119,194.5601469
2025-01-01,display,dv360,CMDSSTR-CID18,Static,Product Detail,Light,11,22,9,264.4804954,14096.24025,3.796904025,0
2025-01-01,display,dv360,CMDSSTR-CID2,Static,Product Detail,Light,12,13,9,557.3908257,27918.5945,8.733944954,33.14220183
2025-01-01,display,dv360,CMDSSTR-CID3,Static,Product Detail,Light,17,22,9,310.1349112,16723.96923,4.701183432,11.86569675
2025-01-01,display,dv360,CMDSSTR-CID4,Static,Product Detail,Light,17,17,9,206.969378,7904.654545,2.692822967,44.96411483
2025-01-01,display,dv360,CMDSSTR-CID5,Static,Product Detail,Light,16,13,9,325.9457627,13229.91458,4.37559322,70.04563178
2025-01-01,display,dv360,CMDSSTR-CID6,Static,Product Detail,Light,19,28,9,276.4010471,13951.16859,4.669109948,99.86387435
2025-01-01,display,dv360,CMDSSTR-CID7,Static,Product Detail,Medium,15,23,9,294.5864407,11604.13333,3.337853107,0
2025-01-01,display,dv360,CMDSSTR-CID8,Static,Product Detail,Light,13,24,9,175.8580247,13273.01975,2.869135802,0
2025-01-01,display,dv360,CMDSSTR-CID9,Static,Product Detail,Light,19,18,9,118.4172414,7645.424138,1.387931034,0
2025-01-01,display,dv360,CMDSTEC-CID3,Static,Product Detail,Light,22,19,5,774.8797101,53105.21932,10.0468599,12.35617271
2025-01-01,display,dv360,CMDSTEC-CID4,Static,Product Detail,Light,15,25,5,800.7392097,73284.17872,13.31489362,11.60428116
2025-01-01,display,dv360,CMDSTEC-CID6,Static,Product Detail,Light,18,28,5,505.5172414,24116.39195,5.41091954,0
2025-01-01,display,dv360,CMDSTEC-CID7,Static,Product Detail,Light,16,27,5,333.8963696,31607.48119,6.089768977,59.17366007
2025-01-01,display,dv360,CMDSTEC-CID8,Static,Product Detail,Light,14,15,5,194.8413146,9317.269484,2.011267606,0
2025-01-01,display,google_ads,CMDSAMM-CID0031,Static,Campaign Slogan,Light,19,14,9,330.4719128,38008.46197,105.1183099,0
2025-01-01,display,google_ads,CMDSAMM-CID0032,Static,Campaign Slogan,Light,19,14,9,671.1055506,57890.4942,181.6347826,0
2025-01-01,display,google_ads,CMDSAMM-CID0033,Static,Campaign Slogan,Light,19,21,9,171.7348245,9801.664865,40.53693694,0
2025-01-01,display,google_ads,CMDSAMM-CID0034,Static,Campaign Slogan,Light,19,15,9,274.1185128,11770.40421,40.70315789,0
2025-01-01,display,google_ads,CMDSAMM-CID0035,Static,Campaign Slogan,Light,19,37,9,199.6561116,24535.89398,62.64578313,0
2025-01-01,display,google_ads,CMDSAMM-CID0036,Static,Campaign Slogan,Light,19,22,9,461.7506616,12106.62069,44.67126437,0
2025-01-01,display,google_ads,CMDSAMM-CID0037,Static,Campaign Slogan,Medium,19,24,9,162.2322542,12438.37,42.7,0
2025-01-01,display,google_ads,CMDSAMM-CID0038,Static,Campaign Slogan,Dark,19,23,9,732.2567021,123268.906,179.0238411,0
2025-01-01,display,google_ads,CMDSAMM-CID0039,Static,Campaign Slogan,Dark,19,24,9,1158.199273,19413.828,67.606,0
2025-01-01,display,google_ads,CMDSAMM-CID0040,Static,Campaign Slogan,Dark,19,20,9,810.1281083,9661.96,62.60333333,0
2025-01-01,display,google_ads,CMDSMKS-CID2,Static,Product Detail,Light,17,20,9,103.6636739,7495.345455,35.97575758,0
2025-01-01,display,google_ads,CMDSMKS-CID3,Static,Product Detail,Light,16,27,9,487.4910762,10566.01538,93.42307692,0
2025-01-01,display,google_ads,CMDSMKS-CID4,Static,Product Detail,Medium,15,23,9,3218.711928,20077.47778,94.26666667,0
2025-01-01,display,google_ads,CMDSMKS-CID5,Static,Product Detail,Light,18,19,9,646.9861017,22847.76,194.56,0
2025-01-01,display,google_ads,CMDSMKS-CID7,Static,Product Detail,Medium,19,21,9,1237.354595,13594.6,145,0
2025-01-01,display,google_ads,CMDSMKS-CID8,Static,Product Detail,Light,16,21,9,132.8278524,8012.133333,44.8,0
2025-01-01,display,google_ads,CMDSPMM-CID1,Static,Product Detail,Light,15,19,5,2284.98326,9874.48,101.92,0
2025-01-01,display,google_ads,CMDSPMM-CID10,Static,Product Detail,Light,20,20,5,496.0245263,20362.22222,86.71111111,0
2025-01-01,display,google_ads,CMDSPMM-CID11,Static,Product Detail,Light,16,14,5,641.2152298,76240.5,193.2795455,0
2025-01-01,display,google_ads,CMDSPMM-CID4,Static,Product Detail,Light,19,29,5,1012.577558,17366.28293,125.4878049,0
2025-01-01,display,google_ads,CMDSPMM-CID5,Static,Product Detail,Light,17,23,5,476.2754035,30214.3942,119.7304348,0
2025-01-01,display,google_ads,CMDSPMM-CID6,Static,Product Detail,Medium,18,22,5,4217.218354,130642.4301,494.6365591,0
2025-01-01,display,google_ads,CMDSPMM-CID7,Static,Product Detail,Light,13,24,5,310.8912697,15551.72973,57.55135135,0
2025-01-01,display,google_ads,CMDSPMM-CID8,Static,Product Detail,Light,16,27,5,427.4773235,35278.6,150.6806452,0
2025-01-01,display,google_ads,CMDSPMM-CID9,Static,Product Detail,Light,20,20,5,1120.635032,9436.2625,52.98125,0
2025-01-01,display,google_ads,CMDSSTR-CID1,Static,Product Detail,Medium,16,20,9,733.3376659,24478.06076,90.41518987,0
2025-01-01,display,google_ads,CMDSSTR-CID10,Static,Product Detail,Light,12,28,9,8796.544068,540886.3269,1603.270968,0
2025-01-01,display,google_ads,CMDSSTR-CID12,Static,Product Detail,Light,21,13,9,639.220887,44456.47027,102.9756757,0
2025-01-01,display,google_ads,CMDSSTR-CID14,Static,Product Detail,Light,16,21,9,1188.099655,78974.73333,362.6333333,0
2025-01-01,display,google_ads,CMDSSTR-CID15,Static,Product Detail,Light,21,31,9,316.7515557,38478.21067,68.13333333,0
2025-01-01,display,google_ads,CMDSSTR-CID17,Static,Product Detail,Light,13,16,9,4144.773818,173037.2,575.3416667,0
2025-01-01,display,google_ads,CMDSSTR-CID18,Static,Product Detail,Light,11,22,9,1666.985635,19417.61013,158.5189873,0
2025-01-01,display,google_ads,CMDSSTR-CID2,Static,Product Detail,Light,12,13,9,1182.233615,45563.09703,154.5960396,0
2025-01-01,display,google_ads,CMDSSTR-CID3,Static,Product Detail,Light,17,22,9,5547.455159,76716.81818,415.7363636,0
2025-01-01,display,google_ads,CMDSSTR-CID4,Static,Product Detail,Light,17,17,9,596.6073519,82873.27018,93.1122807,0
2025-01-01,display,google_ads,CMDSSTR-CID5,Static,Product Detail,Light,16,13,9,8631.355466,397417.4581,979.9698925,0
2025-01-01,display,google_ads,CMDSSTR-CID6,Static,Product Detail,Light,19,28,9,2485.057749,103547.4851,204.5340426,0
2025-01-01,display,google_ads,CMDSSTR-CID7,Static,Product Detail,Medium,15,23,9,976.3858537,79301.81961,406.9058824,0
2025-01-01,display,google_ads,CMDSSTR-CID8,Static,Product Detail,Light,13,24,9,762.2996089,12599.68889,37.76111111,0
2025-01-01,display,google_ads,CMDSSTR-CID9,Static,Product Detail,Light,19,18,9,1655.710948,36153.04,180.0586667,0
2025-01-01,display,google_ads,CMDSTEC-CID3,Static,Product Detail,Light,22,19,5,104.65227,5639,43.5,0
2025-01-01,display,google_ads,CMDSTEC-CID4,Static,Product Detail,Light,15,25,5,357.935955,12677,89.25,0
2025-01-01,display,google_ads,CMDSTEC-CID6,Static,Product Detail,Light,18,28,5,127.5409213,7907.2,56,0
2025-01-01,display,google_ads,CMDSTEC-CID7,Static,Product Detail,Light,16,27,5,510.8369664,9715.240678,47.6,0
2025-01-01,display,google_ads,CMDSTEC-CID8,Static,Product Detail,Light,14,15,5,91.81751857,6725,36.8,0
2025-01-01,paid_social,meta,CMDSAMM-CID0001,Static,Campaign Slogan,Light,19,14,3,473.1483871,32107.96129,18.38064516,0
2025-01-01,paid_social,meta,CMDSAMM-CID0002,Static,Campaign Slogan,Light,19,14,3,64.00909091,4307.036364,2.290909091,0
2025-01-01,paid_social,meta,CMDSAMM-CID0003,Static,Campaign Slogan,Light,19,21,3,465.8903226,33578.77419,14.4516129,0
2025-01-01,paid_social,meta,CMDSAMM-CID0004,Static,Campaign Slogan,Light,19,15,3,107.5857143,7462.1,3.55,0
2025-01-01,paid_social,meta,CMDSAMM-CID0005,Static,Campaign Slogan,Light,19,37,3,616.0580645,43280.68387,17.56774194,0
2025-01-01,paid_social,meta,CMDSAMM-CID0006,Static,Campaign Slogan,Light,19,22,3,123.7677419,7843.974194,4.470967742,0
2025-01-01,paid_social,meta,CMDSAMM-CID0007,Static,Campaign Slogan,Medium,19,24,3,714.4848485,50958.64242,16.5030303,54.89092424
2025-01-01,paid_social,meta,CMDSAMM-CID0008,Static,Campaign Slogan,Dark,19,23,3,628.3677419,47253.25161,27.45806452,61.87098387
2025-01-01,paid_social,meta,CMDSAMM-CID0009,Static,Campaign Slogan,Dark,19,24,3,238.9375,16092.125,6.34375,0
2025-01-01,paid_social,meta,CMDSAMM-CID0010,Static,Campaign Slogan,Dark,19,20,3,234.1354839,15612.70968,10.38709677,82.74880645
2025-01-01,paid_social,meta,CMDSBTS-CID15,Static,Product Detail,Light,16,13,3,7148.6,45312.4,53.2,0
2025-01-01,paid_social,meta,CMDSBTS-CID3,Static,Product Detail,Medium,15,17,3,2524.748387,14984.51613,16.57419355,166.103871
2025-01-01,paid_social,meta,CMDSBTS-CID6,Static,Product Detail,Medium,18,22,3,2764.502857,62786.24,226.24,1843.828467
2025-01-01,paid_social,meta,CMDSMED-CID2,Static,Product Detail,Light,17,20,3,8517.591667,288184.8667,1641.5,238.3195833
2025-01-01,paid_social,meta,CMDSMED-CID3,Static,Product Detail,Light,16,27,3,1052.853013,37661.07952,112.539759,44.45427818
2025-01-01,paid_social,meta,CMDSMED-CID4,Static,Product Detail,Medium,15,23,3,2891.4768,76441.9712,380.9456,621.416479
2025-01-01,paid_social,meta,CMDSMED-CID5,Static,Product Detail,Light,18,19,3,1620.235443,33792.42025,141.7721519,57.26582278
2025-01-01,paid_social,meta,CMDSMED-CID7,Static,Product Detail,Medium,19,21,3,478.6416667,14991.08333,189.875,56.75541667
2025-01-01,paid_social,meta,CMDSMED-CID8,Static,Product Detail,Light,16,21,3,1770.556522,38154.13913,567.973913,0
2025-01-01,paid_social,meta,CMDSSHE-CID1,Static,Product Detail,Medium,16,20,3,293.9901639,10109.10164,121.4327869,108.9313607
2025-01-01,paid_social,meta,CMDSSHE-CID10,Static,Product Detail,Light,12,28,3,6587.451765,172683.0824,930.4482353,3563.465281
2025-01-01,paid_social,meta,CMDSSHE-CID12,Static,Product Detail,Light,21,13,3,2198.721008,58300.30588,267.9529412,1737.336677
2025-01-01,paid_social,meta,CMDSSHE-CID14,Static,Product Detail,Light,16,21,3,700.4256881,25657.17064,204.8366972,192.7069011
2025-01-01,paid_social,meta,CMDSSHE-CID15,Static,Product Detail,Light,21,31,3,2217.621053,82091.03579,289.6821053,632.0258597
2025-01-01,paid_social,meta,CMDSSHE-CID17,Static,Product Detail,Light,13,16,3,941.6322584,28874.81935,382.7419355,744.6638233
2025-01-01,paid_social,meta,CMDSSHE-CID18,Static,Product Detail,Light,11,22,3,2481.356098,92994.5561,908.4292683,1809.848427
2025-01-01,paid_social,meta,CMDSSHE-CID2,Static,Product Detail,Light,12,13,3,536.0387097,22896.36774,222.7354839,1484.589234
2025-01-01,paid_social,meta,CMDSSHE-CID3,Static,Product Detail,Light,17,22,3,4187.187413,164741.2699,1487.328671,4174.972097
2025-01-01,paid_social,meta,CMDSSHE-CID4,Static,Product Detail,Light,17,17,3,919.2258065,29191.53548,377.1193548,440.0793406
2025-01-01,paid_social,meta,CMDSSHE-CID5,Static,Product Detail,Light,16,13,3,5035.63494,211671.5663,1603.868675,7369.487301
2025-01-01,paid_social,meta,CMDSSHE-CID6,Static,Product Detail,Light,19,28,3,493.8580645,18144.09032,198.7548387,220.1737581
2025-01-01,paid_social,meta,CMDSSHE-CID7,Static,Product Detail,Medium,15,23,3,241.4526316,10673.74737,38.94210526,38.63960071
2025-01-01,paid_social,meta,CMDSSHE-CID8,Static,Product Detail,Light,13,24,3,418.2875,12960.2375,47.73125,172.9650762
2025-01-01,paid_social,meta,CMDSSHE-CID9,Static,Product Detail,Light,19,18,3,327.756,8605.8,25.06,246.3785021
2025-01-01,paid_social,meta,CMDSSTR-CID1,Static,Campaign Slogan,Light,60,53,3,1265.046154,120232.4308,91.99076923,219.0520077
2025-01-01,paid_social,meta,CMDSSTR-CID3,Static,Campaign Slogan,Light,61,55,3,4337.630952,316247.6667,181.3333333,284.1403336
2025-01-01,paid_social,meta,CMDSSTR-CID4,Static,Campaign Slogan,Light,61,55,3,1118.780488,87191.45366,37.62926829,0
2025-01-01,paid_social,meta,CMDSSTR-CID9,Static,Campaign Slogan,Light,72,77,3,2585.305376,239992.486,123.6215054,174.2351667
2025-01-01,paid_social,meta,CMDSTEC-CID12,Static,Product Detail,Medium,22,18,3,2499.075,34468,151.3944444,2329.166082
2025-01-01,paid_social,meta,CMDSTEC-CID6,Static,Product Detail,Light,15,33,3,2180.346667,11985.02667,13.3,0
2025-01-01,paid_social,meta,CMDSTEC-CID8,Static,Product Detail,Medium,20,22,3,2539.514754,19688.17705,36.44590164,492.5953214
2025-01-01,paid_social,pinterest,CMDSAMM-CID0021,Static,Campaign Slogan,Light,19,14,3,38.66202645,7904.4,10.79354839,62.90322581
2025-01-01,paid_social,pinterest,CMDSAMM-CID0022,Static,Campaign Slogan,Light,19,14,3,200.31279,19316.78,49.11666667,503.24995
2025-01-01,paid_social,pinterest,CMDSAMM-CID0024,Static,Campaign Slogan,Light,19,15,3,37.4314628,10356.92,9.884,0
2025-01-01,paid_social,pinterest,CMDSAMM-CID0026,Static,Campaign Slogan,Light,19,22,3,516.7926942,39703.54839,131.0580645,404.3879677
2025-01-01,paid_social,pinterest,CMDSAMM-CID0027,Static,Campaign Slogan,Medium,19,24,3,22.66065333,3619.466667,5.133333333,0
2025-01-01,paid_social,pinterest,CMDSAMM-CID0028,Static,Campaign Slogan,Dark,19,23,3,26.26277111,4440.488889,7.544444444,0
2025-01-01,paid_social,pinterest,CMDSAMM-CID0029,Static,Campaign Slogan,Dark,19,24,3,119.3373987,10935.33115,30.9147541,288.323877
2025-01-01,paid_social,pinterest,CMDSAMM-CID0030,Static,Campaign Slogan,Dark,19,20,3,781.4080419,55374.33548,195.1645161,557.1525911
2025-01-01,paid_social,pinterest,CMDSMED-CID3,Static,Product Detail,Light,16,27,3,13.951154,3656.24,2.24,0
2025-01-01,paid_social,pinterest,CMDSMED-CID4,Static,Product Detail,Medium,15,23,3,37.50053304,4463.686957,7,0
2025-01-01,paid_social,pinterest,CMDSMED-CID5,Static,Product Detail,Light,18,19,3,56.7807168,22938.944,14.056,0
2025-01-01,paid_social,pinterest,CMDSMED-CID7,Static,Product Detail,Medium,19,21,3,44.9818125,14982.8,8.75,0
2025-01-01,paid_social,pinterest,CMDSMED-CID8,Static,Product Detail,Light,16,21,3,9.653507,4766.86,2.1,0
2025-01-01,paid_social,pinterest,CMDSPMM-CID1,Static,Product Detail,Medium,16,20,3,1581.808777,85600.29333,260.4933333,953.2304667
2025-01-01,paid_social,pinterest,CMDSPMM-CID10,Static,Product Detail,Light,12,28,3,3018.612539,128154.0645,541.1225806,779.8794677
2025-01-01,paid_social,pinterest,CMDSPMM-CID12,Static,Product Detail,Light,21,13,3,30.58098839,5569.832258,5.6,0
2025-01-01,paid_social,pinterest,CMDSPMM-CID14,Static,Product Detail,Light,16,21,3,114.2435014,10825.9,28.15,134.6428571
2025-01-01,paid_social,pinterest,CMDSPMM-CID15,Static,Product Detail,Light,21,31,3,90.38897857,6197.3,18.7,0
2025-01-01,paid_social,pinterest,CMDSPMM-CID17,Static,Product Detail,Light,13,16,3,61.86716846,9205,9.261538462,0
2025-01-01,paid_social,pinterest,CMDSPMM-CID18,Static,Product Detail,Light,11,22,3,2420.274298,163122.9419,557.1322581,981.9206791
2025-01-01,paid_social,pinterest,CMDSPMM-CID2,Static,Product Detail,Light,12,13,3,452.4166533,46808.44,77.37333333,0
2025-01-01,paid_social,pinterest,CMDSPMM-CID3,Static,Product Detail,Light,17,22,3,3542.249083,246706.5548,827.4,1921.109191
2025-01-01,paid_social,pinterest,CMDSPMM-CID4,Static,Product Detail,Light,17,17,3,888.6385227,64210.25333,141.4933333,676.6781622
2025-01-01,paid_social,pinterest,CMDSPMM-CID5,Static,Product Detail,Light,16,13,3,3704.51629,290640.1806,911.9419355,1811.458535
2025-01-01,paid_social,pinterest,CMDSPMM-CID6,Static,Product Detail,Light,19,28,3,1239.614379,97277.22667,202.9533333,0
2025-01-01,paid_social,pinterest,CMDSPMM-CID7,Static,Product Detail,Medium,15,23,3,210.4855639,65580.69677,52.61290323,68.74840323
2025-01-01,paid_social,pinterest,CMDSPMM-CID8,Static,Product Detail,Light,13,24,3,241.6251787,24171.85806,46.2,0
2025-01-01,paid_social,pinterest,CMDSPMM-CID9,Static,Product Detail,Light,19,18,3,29.89916842,5344.168421,5.231578947,0
2025-01-01,paid_social,snapchat,CMDSAMM-CID0011,Static,Campaign Slogan,Light,19,14,3,404.8,12582.7,35.05,197.0257173
2025-01-01,paid_social,snapchat,CMDSAMM-CID0012,Static,Campaign Slogan,Light,19,14,3,371.6763636,8851.818182,25.53090909,0
2025-01-01,paid_social,snapchat,CMDSAMM-CID0013,Static,Campaign Slogan,Light,19,21,3,453.0821429,12742.75,30.775,0
2025-01-01,paid_social,snapchat,CMDSAMM-CID0014,Static,Campaign Slogan,Light,19,15,3,375.0638298,9462.808511,21.1787234,77.08087234
2025-01-01,paid_social,snapchat,CMDSAMM-CID0015,Static,Campaign Slogan,Light,19,37,3,536.4785714,17126.45,43.825,0
2025-01-01,paid_social,snapchat,CMDSAMM-CID0016,Static,Campaign Slogan,Light,19,22,3,301.94,7919.856,23.212,0
2025-01-01,paid_social,snapchat,CMDSAMM-CID0017,Static,Campaign Slogan,Medium,19,24,3,506.2,16845.05,37.825,0
2025-01-01,paid_social,snapchat,CMDSAMM-CID0018,Static,Campaign Slogan,Dark,19,23,3,491.075,15059.75,46.375,204.3410714
2025-01-01,paid_social,snapchat,CMDSAMM-CID0019,Static,Campaign Slogan,Dark,19,24,3,471.2109091,11260.88727,30.31636364,204.7676826
2025-01-01,paid_social,snapchat,CMDSAMM-CID0020,Static,Campaign Slogan,Dark,19,20,3,939.95,21365.3,70.65,413.9847217
2025-01-01,paid_social,snapchat,CMDSBTS-CID1,Static,Product Detail,Light,15,19,3,656.6,24240.3,98.7,0
2025-01-01,paid_social,snapchat,CMDSBTS-CID10,Static,Product Detail,Light,20,20,3,2426.066667,73330.13333,218.4,0
2025-01-01,paid_social,snapchat,CMDSBTS-CID12,Static,Product Detail,Light,16,13,3,3093.15,141268.4,497.35,650
2025-01-01,paid_social,snapchat,CMDSBTS-CID4,Static,Product Detail,Light,19,29,3,660.12,18438,58.52,959.4
2025-01-01,paid_social,snapchat,CMDSBTS-CID5,Static,Product Detail,Light,17,23,3,2264.793939,50339.07879,154.9757576,942.711697
2025-01-01,paid_social,snapchat,CMDSBTS-CID6,Static,Product Detail,Medium,18,22,3,1745.966667,103278.4667,365.6333333,818.87
2025-01-01,paid_social,snapchat,CMDSBTS-CID7,Static,Product Detail,Light,13,24,3,560.6,44671.9,127.75,239.655
2025-01-01,paid_social,snapchat,CMDSBTS-CID8,Static,Product Detail,Light,16,27,3,1040.133333,34112.4,122.9666667,476.6666667
2025-01-01,paid_social,snapchat,CMDSBTS-CID9,Static,Product Detail,Light,20,20,3,777.04,28483.84,81.76,702
2025-01-01,paid_social,snapchat,CMDSMED-CID1,Static,Campaign Slogan,Light,60,53,3,628.15,26469.8,85.225,409.45125
2025-01-01,paid_social,snapchat,CMDSMED-CID2,Static,Campaign Slogan,Light,69,71,3,93.6,4103.866667,13.22222222,0
2025-01-01,paid_social,snapchat,CMDSMED-CID2,Static,Product Detail,Light,17,20,3,1389.182759,24574.34483,75.86551724,491.2827353
2025-01-01,paid_social,snapchat,CMDSMED-CID3,Static,Product Detail,Light,16,27,3,1277.7625,35274.75,98.7875,209.86875
2025-01-01,paid_social,snapchat,CMDSMED-CID4,Static,Campaign Slogan,Light,61,55,3,156.5818182,5601.527273,19.47272727,0
2025-01-01,paid_social,snapchat,CMDSMED-CID4,Static,Product Detail,Medium,15,23,3,2284.061905,56696.26667,147.7666667,334.4140476
2025-01-01,paid_social,snapchat,CMDSMED-CID5,Static,Product Detail,Light,18,19,3,321.5777778,8941.748148,29.55555556,0
2025-01-01,paid_social,snapchat,CMDSMED-CID8,Static,Campaign Slogan,Light,53,39,3,518.2375,22058.925,62.65,0
2025-01-01,paid_social,snapchat,CMDSMED-CID8,Static,Product Detail,Light,16,21,3,1114.922581,34781.41935,101.7032258,105.1192862
2025-01-01,paid_social,snapchat,CMDSMED-CID9,Static,Campaign Slogan,Light,72,77,3,335.2571429,14179.2,34.4,176.4285714
2025-01-01,paid_social,snapchat,CMDSSHE-CID10,Static,Product Detail,Light,12,28,3,3877.96129,95456.74194,418.283871,3521.100005
2025-01-01,paid_social,snapchat,CMDSSHE-CID12,Static,Product Detail,Light,21,13,3,5611.054839,152113.4774,448.6548387,3110.717145
2025-01-01,paid_social,snapchat,CMDSSHE-CID14,Static,Product Detail,Light,16,21,3,846.6185185,17172.65926,60.74444444,807.5470099
2025-01-01,paid_social,snapchat,CMDSSHE-CID15,Static,Product Detail,Light,21,31,3,576.1208333,11471.83333,38.73333333,226.9739583
2025-01-01,paid_social,snapchat,CMDSSHE-CID18,Static,Product Detail,Light,11,22,3,9555.643333,290231.48,944.8133333,3920.350991
2025-01-01,paid_social,snapchat,CMDSSHE-CID3,Static,Product Detail,Light,17,22,3,7392.158065,175854,760.6967742,8814.72971
2025-01-01,paid_social,snapchat,CMDSSHE-CID5,Static,Product Detail,Light,16,13,3,14794.12903,348340.0516,1322.570968,18826.27758
2025-01-01,paid_social,snapchat,CMDSSHE-CID7,Static,Product Detail,Medium,15,23,3,390.725,9540.125,30.3625,0
2025-01-01,paid_social,snapchat,CMDSSHE-CID8,Static,Product Detail,Light,13,24,3,973.5490909,24695.54182,75.11636364,333.1036909
